"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division 3","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division 4","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division 4","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division U","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division U","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Male","Division X","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Namulaba","St Martins Nongo RC Primary School","Government","Female","Division X","","D01S11P06","st-martins-nongo-rc-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division 1","5.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division 1","4.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division 2","6.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division 2","5.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division 3","4.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division 3","2.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division 4","7.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division 4","5.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division U","21.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division U","17.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Male","Division X","1.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Bbaale","2020","Kitimbwa","Wabwoko","Wabwoko CU Primary School","Government","Female","Division X","3.0","D01S11P07","wabwoko-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division 1","3.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division 1","2.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division 2","29.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division 2","32.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division 3","20.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division 3","19.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division 4","15.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division 4","13.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division U","7.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division U","7.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Male","Division X","3.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Bumaali CU Primary School","Government","Female","Division X","1.0","D01S08P05","bumaali-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division 1","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division 1","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division 2","1.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division 2","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division 3","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division 3","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division 4","3.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division 4","2.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division U","5.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division U","3.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Male","Division X","","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kasana","Kasana RC Primary School","Government","Female","Division X","1.0","D01S08P03","kasana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division 1","","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division 1","","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division 2","8.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division 2","7.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division 3","5.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division 3","4.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division 4","9.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division 4","3.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division U","3.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division U","3.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Male","Division X","1.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi CU Primary School","Government","Female","Division X","1.0","D01S08P04","kibuzi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division 1","","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division 1","","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division 2","5.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division 2","2.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division 3","1.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division 3","","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division 4","2.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division 4","2.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division U","6.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division U","4.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Male","Division X","2.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Lusenke","Kibuzi RC Primary School","Government","Female","Division X","1.0","D01S08P04","kibuzi-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division 1","","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division 1","","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division 2","5.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division 2","4.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division 3","4.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division 3","3.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division 4","8.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division 4","6.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division U","8.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division U","8.0","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Male","Division X","","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nampanyi","Kireku CU Primary School","Government","Female","Division X","","D01S08P06","kireku-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division 1","","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division 1","1.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division 2","10.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division 2","6.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division 3","6.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division 3","4.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division 4","7.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division 4","5.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division U","2.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division U","3.0","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Male","Division X","","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula CU Primary School","Government","Female","Division X","","D01S08P02","kiwangula-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division 1","","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division 1","","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division 2","12.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division 2","4.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division 3","4.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division 3","7.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division 4","3.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division 4","5.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division U","2.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division U","3.0","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Male","Division X","","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Kiwangula","Kiwangula RC Primary School","Government","Female","Division X","","D01S08P02","kiwangula-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Nabuganyi CU Primary School","Government","Male","Division 1","","D01S08P05","nabuganyi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Nabuganyi CU Primary School","Government","Female","Division 1","","D01S08P05","nabuganyi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Nabuganyi CU Primary School","Government","Male","Division 2","16.0","D01S08P05","nabuganyi-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2020","Busaana","Nabuganyi","Nabuganyi CU Primary School","Government","Female","Division 2","10.0","D01S08P05","nabuganyi-cu-primary-school_kayunga"
